VTX, IDX, SV_POSITION.x, SV_POSITION.y, SV_POSITION.z, SV_POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TEXCOORD.x, TEXCOORD.y, POSITION.x, POSITION.y, POSITION.z
0, 0, 7.36664, -1.3466, 55.68886, 55.69881, -5.92944E-11, -6.93850E-09, -0.01, 0.00979, 0.00205, -1.47926E-09, 0.87509, 0.81551, 22.1153, 0.1315, 9.53244
1, 5, 10.43447, -1.28918, 57.76062, 57.77057, -5.92944E-11, -6.93850E-09, -0.01, 0.01, 7.79328E-10, -5.92950E-11, 0.87509, 0.81551, 25.8847, 0.1315, 9.53244
2, 4, 10.94584, -1.27961, 58.10596, 58.11591, -5.92944E-11, -6.93850E-09, -0.01, -3.73631E-17, 0.01, -6.93850E-09, 0.87509, 0.81551, 26.51302, 0.1315, 9.53244
3, 3, 10.94584, -1.50734, 58.10807, 58.11801, -5.92944E-11, -6.93850E-09, -0.01, -0.00979, -0.00205, 1.47926E-09, 0.87509, 0.81551, 26.51302, 3.87430E-07, 9.53244
4, 0, 7.36664, -1.3466, 55.68886, 55.69881, -5.92944E-11, -6.93850E-09, -0.01, 0.00979, 0.00205, -1.47926E-09, 0.87509, 0.81551, 22.1153, 0.1315, 9.53244
5, 4, 10.94584, -1.27961, 58.10596, 58.11591, -5.92944E-11, -6.93850E-09, -0.01, -3.73631E-17, 0.01, -6.93850E-09, 0.87509, 0.81551, 26.51302, 0.1315, 9.53244
6, 0, 7.36664, -1.3466, 55.68886, 55.69881, -5.92944E-11, -6.93850E-09, -0.01, 0.00979, 0.00205, -1.47926E-09, 0.87509, 0.81551, 22.1153, 0.1315, 9.53244
7, 3, 10.94584, -1.50734, 58.10807, 58.11801, -5.92944E-11, -6.93850E-09, -0.01, -0.00979, -0.00205, 1.47926E-09, 0.87509, 0.81551, 26.51302, 3.87430E-07, 9.53244
8, 2, 6.85523, -1.5839, 55.3456, 55.35555, -5.92944E-11, -6.93850E-09, -0.01, 0.00979, 0.00205, -1.47926E-09, 0.87509, 0.81551, 21.48694, 9.09495E-15, 9.53244
9, 2, 6.85523, -1.5839, 55.3456, 55.35555, -5.92944E-11, -6.93850E-09, -0.01, 0.00979, 0.00205, -1.47926E-09, 0.87509, 0.81551, 21.48694, 9.09495E-15, 9.53244
10, 1, 6.85523, -1.35618, 55.3435, 55.35344, -5.92944E-11, -6.93850E-09, -0.01, 0.00979, 0.00205, -1.47926E-09, 0.87509, 0.81551, 21.48694, 0.1315, 9.53244
11, 0, 7.36664, -1.3466, 55.68886, 55.69881, -5.92944E-11, -6.93850E-09, -0.01, 0.00979, 0.00205, -1.47926E-09, 0.87509, 0.81551, 22.1153, 0.1315, 9.53244
12, 8, 10.18406, -1.08928, 58.14941, 58.15935, -2.61339E-10, 0.00974, -0.00227, 0.00795, -0.00138, -0.00591, 0.66786, 0.74092, 25.8847, 0.24068, 10.00
13, 7, 10.69547, -1.07971, 58.49477, 58.50471, -7.56890E-10, 0.00974, -0.00227, 0.00795, -0.00138, -0.00591, 0.66786, 0.74092, 26.51306, 0.24068, 10.00
14, 6, 10.94584, -1.27961, 58.10596, 58.11591, -4.97092E-10, 0.00974, -0.00227, 0.00795, -0.00138, -0.00591, 0.66786, 0.74092, 26.51302, 0.1315, 9.53244
15, 12, 9.67276, -1.09885, 57.80412, 57.81406, -1.31433E-10, 0.00974, -0.00227, 0.00795, -0.00138, -0.00591, 0.87498, 0.81787, 25.25647, 0.24068, 10.00
16, 11, 10.18406, -1.08928, 58.14941, 58.15935, -2.61339E-10, 0.00974, -0.00227, 0.00934, -0.00081, -0.00348, 0.87498, 0.81787, 25.8847, 0.24068, 10.00
17, 10, 10.94584, -1.27961, 58.10596, 58.11591, -4.97092E-10, 0.00974, -0.00227, 0.00795, -0.00138, -0.00591, 0.87498, 0.81787, 26.51302, 0.1315, 9.53244
18, 12, 9.67276, -1.09885, 57.80412, 57.81406, -1.31433E-10, 0.00974, -0.00227, 0.00795, -0.00138, -0.00591, 0.87498, 0.81787, 25.25647, 0.24068, 10.00
