VTX, IDX, SV_POSITION.x, SV_POSITION.y, SV_POSITION.z, SV_POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TEXCOORD.x, TEXCOORD.y, POSITION.x, POSITION.y, POSITION.z
0, 3, -5.81814, 0.05085, 48.00463, 48.01459, 0.00, 5.92857E-10, 0.01, 0.00, 0.01, -5.92857E-10, 0.80753, 0.61182, 6.59407, 1.06115, 10.56388
1, 2, -5.81814, 0.44471, 48.001, 48.01095, 0.00, 5.92857E-10, 0.01, 0.00, 0.01, -5.92857E-10, 0.80775, 0.61182, 6.59407, 1.28858, 10.56388
2, 1, -6.77807, 0.42675, 47.35274, 47.36269, 0.00, 5.92857E-10, 0.01, 0.00, 0.01, -5.92857E-10, 0.80775, 0.61304, 5.41463, 1.28858, 10.56388
3, 3, -5.81814, 0.05085, 48.00463, 48.01459, 0.00, 5.92857E-10, 0.01, 0.00, 0.01, -5.92857E-10, 0.80753, 0.61182, 6.59407, 1.06115, 10.56388
4, 1, -6.77807, 0.42675, 47.35274, 47.36269, 0.00, 5.92857E-10, 0.01, 0.00, 0.01, -5.92857E-10, 0.80775, 0.61304, 5.41463, 1.28858, 10.56388
5, 0, -6.77807, 0.03288, 47.35638, 47.36633, 0.00, 5.92857E-10, 0.01, 0.00, 0.01, -5.92857E-10, 0.80753, 0.61304, 5.41463, 1.06115, 10.56388
6, 7, -5.81814, -0.39547, 48.00876, 48.01871, 0.00, 9.34242E-10, 0.01, 0.00, 0.01, -9.34242E-10, 0.80729, 0.61182, 6.59407, 0.80344, 10.56388
7, 6, -5.81814, -0.05406, 48.0056, 48.01556, 0.00, 9.34242E-10, 0.01, 0.00, 0.01, -9.34242E-10, 0.80747, 0.61182, 6.59407, 1.00058, 10.56388
8, 5, -6.77807, -0.07203, 47.35735, 47.3673, 0.00, 9.34242E-10, 0.01, 0.00, 0.01, -9.34242E-10, 0.80747, 0.61304, 5.41463, 1.00058, 10.56388
9, 7, -5.81814, -0.39547, 48.00876, 48.01871, 0.00, 9.34242E-10, 0.01, 0.00, 0.01, -9.34242E-10, 0.80729, 0.61182, 6.59407, 0.80344, 10.56388
10, 5, -6.77807, -0.07203, 47.35735, 47.3673, 0.00, 9.34242E-10, 0.01, 0.00, 0.01, -9.34242E-10, 0.80747, 0.61304, 5.41463, 1.00058, 10.56388
11, 4, -6.77807, -0.41344, 47.3605, 47.37046, 0.00, 9.34242E-10, 0.01, 0.00, 0.01, -9.34242E-10, 0.80729, 0.61304, 5.41463, 0.80344, 10.56388
12, 11, -5.18648, -0.42278, 47.02362, 47.03357, 0.01, 0.00, 0.00, 0.00, 0.01, -3.18714E-09, 0.80729, 0.61059, 6.59407, 0.80344, 9.38444
13, 10, -5.18648, -0.08136, 47.02046, 47.03041, 0.01, 0.00, 0.00, 0.00, 0.01, -1.39424E-09, 0.80747, 0.61059, 6.59407, 1.00058, 9.38444
14, 9, -5.81814, -0.05406, 48.0056, 48.01556, 0.01, 0.00, 0.00, 0.00, 0.01, -3.18714E-09, 0.80747, 0.61182, 6.59407, 1.00058, 10.56388
15, 11, -5.18648, -0.42278, 47.02362, 47.03357, 0.01, 0.00, 0.00, 0.00, 0.01, -3.18714E-09, 0.80729, 0.61059, 6.59407, 0.80344, 9.38444
16, 9, -5.81814, -0.05406, 48.0056, 48.01556, 0.01, 0.00, 0.00, 0.00, 0.01, -3.18714E-09, 0.80747, 0.61182, 6.59407, 1.00058, 10.56388
17, 8, -5.81814, -0.39547, 48.00876, 48.01871, 0.01, 0.00, 0.00, 0.00, 0.01, -3.18714E-09, 0.80729, 0.61182, 6.59407, 0.80344, 10.56388
18, 15, -6.77807, 0.03288, 47.35638, 47.36633, -0.01, 0.00, 0.00, 0.00, 0.01, -2.54573E-09, 0.80753, 0.61304, 5.41463, 1.06115, 10.56388
19, 14, -6.77807, 0.42675, 47.35274, 47.36269, -0.01, 0.00, 0.00, 0.00, 0.01, -9.91597E-10, 0.80775, 0.61304, 5.41463, 1.28858, 10.56388
20, 13, -6.14641, 0.39944, 46.3676, 46.37755, -0.01, 0.00, 0.00, 0.00, 0.01, -2.54573E-09, 0.80775, 0.61427, 5.41463, 1.28858, 9.38444
21, 15, -6.77807, 0.03288, 47.35638, 47.36633, -0.01, 0.00, 0.00, 0.00, 0.01, -2.54573E-09, 0.80753, 0.61304, 5.41463, 1.06115, 10.56388
22, 13, -6.14641, 0.39944, 46.3676, 46.37755, -0.01, 0.00, 0.00, 0.00, 0.01, -2.54573E-09, 0.80775, 0.61427, 5.41463, 1.28858, 9.38444
