VTX, IDX, SV_POSITION.x, SV_POSITION.y, SV_POSITION.z, SV_POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TEXCOORD.x, TEXCOORD.y, POSITION.x, POSITION.y, POSITION.z
0, 2, -23.74173, 4.37338, 35.94198, 35.95194, -0.00788, -0.00461, -0.00408, -0.00497, 0.00085, 0.00863, 0.82168, 0.22695, -15.38193, 3.74944, 10.63446
1, 1, -23.7182, 5.1554, 35.64754, 35.65751, -0.00967, -0.0023, 0.00111, 0.00035, 0.00313, 0.00949, 0.82168, 0.2271, -15.51962, 4.2056, 10.38129
2, 0, -23.68757, 5.31583, 35.53421, 35.54417, -0.00959, -0.00281, 0.0003, -0.00052, 0.0028, 0.00959, 0.82166, 0.22713, -15.55484, 4.30002, 10.27058
3, 5, -22.26066, 3.35218, 35.6198, 35.62976, -0.00656, 0.00299, 0.00693, -0.00754, -0.00279, -0.00594, 0.82732, 0.22676, -14.2943, 3.16508, 9.52185
4, 4, -22.21271, 3.42517, 35.57481, 35.58477, 0.00135, 0.00885, 0.00446, -0.00983, 0.00063, 0.00172, 0.8273, 0.22674, -14.27755, 3.20794, 9.45777
5, 3, -22.24469, 3.45501, 35.50456, 35.51453, -0.00726, 0.00441, 0.00528, -0.00687, -0.00426, -0.00588, 0.82733, 0.22673, -14.34342, 3.22629, 9.41737
6, 8, -23.7182, 5.1554, 35.64754, 35.65751, 0.00953, 0.00298, -0.00053, -0.0007, 0.00388, 0.00919, 0.82354, 0.22672, -15.51962, 4.2056, 10.38129
7, 7, -23.71294, 4.31127, 35.97845, 35.98842, 0.00911, 0.00222, -0.00347, 0.00196, 0.00506, 0.0084, 0.82355, 0.22687, -15.33752, 3.713, 10.6482
8, 6, -23.71032, 4.36274, 35.92822, 35.93818, 0.00894, 0.00115, -0.00433, 0.00337, 0.00464, 0.00819, 0.82354, 0.22686, -15.36262, 3.74352, 10.60517
9, 11, -23.71032, 4.36274, 35.92822, 35.93818, -0.0079, -0.00463, -0.00402, -0.00499, 0.00105, 0.0086, 0.82684, 0.22689, -15.36262, 3.74352, 10.60517
10, 10, -23.74173, 4.37338, 35.94198, 35.95194, -0.00788, -0.00461, -0.00408, -0.00497, 0.00085, 0.00863, 0.82685, 0.22689, -15.38193, 3.74944, 10.63446
11, 9, -23.68757, 5.31583, 35.53421, 35.54417, -0.00959, -0.00281, 0.0003, -0.00052, 0.0028, 0.00959, 0.82689, 0.22707, -15.55484, 4.30002, 10.27058
12, 14, -23.71294, 4.31127, 35.97845, 35.98842, 0.00911, 0.00222, -0.00347, 0.00196, 0.00506, 0.0084, 0.82766, 0.21922, -15.33752, 3.713, 10.6482
13, 13, -23.68897, 3.7047, 36.12651, 36.13647, 0.00922, 0.00323, 0.00215, -0.00335, 0.00386, 0.00859, 0.82763, 0.21933, -15.23866, 3.36048, 10.75366
14, 12, -23.65761, 3.79983, 36.06878, 36.07874, 0.00928, 0.00321, 0.0019, -0.00307, 0.00367, 0.00878, 0.82763, 0.21931, -15.24302, 3.41632, 10.68848
15, 17, -23.29563, 1.66831, 35.43553, 35.4455, 0.00277, 0.00081, 0.00957, 0.00017, -0.00997, 0.00079, 0.82724, 0.22307, -15.29153, 2.19597, 9.93888
16, 16, -23.2194, 1.37927, 35.50533, 35.5153, -0.00247, 0.00094, 0.00964, 0.00052, -0.00993, 0.0011, 0.82732, 0.22311, -15.18927, 2.028, 9.95194
17, 15, -23.18513, 1.4925, 35.50239, 35.51236, 0.00337, 0.00457, 0.00823, 0.00114, -0.00888, 0.00446, 0.82729, 0.22312, -15.16093, 2.09341, 9.93103
18, 20, -23.60842, 3.67319, 36.24093, 36.2509, 0.00531, -0.00631, -0.00566, 0.00835, 0.00276, 0.00476, 0.82271, 0.2271, -15.10688, 3.34046, 10.80355
19, 19, -23.66191, 3.63747, 36.09211, 36.10207, 0.00521, -0.00363, -0.00772, 0.0085, 0.00297, 0.00435, 0.82269, 0.22707, -15.23471, 3.32222, 10.70914
