VTX, IDX, SV_POSITION.x, SV_POSITION.y, SV_POSITION.z, SV_POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TEXCOORD.x, TEXCOORD.y, POSITION.x, POSITION.y, POSITION.z
0, 2, -12.92355, -2.5329, 33.22794, 33.2379, -0.00092, 0.00931, -0.00352, 0.00994, 0.0011, 0.0003, 0.50931, 0.26392, -7.633, -0.19397, 2.21054
1, 1, -13.16634, -2.30946, 33.47925, 33.48922, -0.00092, 0.00931, -0.00352, 0.00994, 0.0011, 0.0003, 0.50931, 0.26392, -7.70191, -0.069, 2.55916
2, 0, -12.28559, -2.36744, 33.68649, 33.69645, -0.00092, 0.00931, -0.00352, 0.00994, 0.0011, 0.0003, 0.50931, 0.26392, -6.83313, -0.10579, 2.23487
3, 5, -11.62438, -2.1444, 35.03133, 35.04129, -0.0021, 0.00963, 0.00167, -0.00442, 0.00059, -0.00895, 0.50931, 0.26392, -5.5259, 0.00145, 2.98682
4, 4, -11.28615, -1.97726, 35.02391, 35.03388, -0.0021, 0.00963, 0.00167, -0.00442, 0.00059, -0.00895, 0.50931, 0.26392, -5.23913, 0.09806, 2.79109
5, 3, -11.59257, -2.12454, 34.76815, 34.77812, -0.0021, 0.00963, 0.00167, -0.00442, 0.00059, -0.00895, 0.50931, 0.26392, -5.64318, 0.01713, 2.74922
6, 8, -9.5123, -2.17197, 34.98532, 34.99528, -0.00109, 0.00968, 0.00226, 0.00918, 0.00011, 0.00396, 0.50931, 0.26392, -3.7404, -0.01372, 1.75653
7, 7, -9.23991, -2.15075, 35.41071, 35.42068, -0.00109, 0.00968, 0.00226, 0.00918, 0.00011, 0.00396, 0.50931, 0.26392, -3.27293, -0.00828, 1.95833
8, 6, -9.03511, -1.9513, 34.82436, 34.83432, -0.00109, 0.00968, 0.00226, 0.00918, 0.00011, 0.00396, 0.50931, 0.26392, -3.41859, 0.11623, 1.35455
9, 11, -13.60397, -2.48729, 32.42771, 32.43768, 0.00047, 0.00978, -0.00203, 0.00831, 0.00075, 0.00551, 0.50931, 0.26392, -8.656, -0.15484, 1.9264
